AAA	NG	L 	Ghotuo
AAA	NG	LA	Otuo
AAA	NG	LA	Otwa
AAB	NG	LA	Alumu
AAB	NG	D 	Arum
AAB	NG	LA	Arum-cesu
AAB	NG	LA	Arum-chessu
AAB	NG	L 	Arum-tesu
AAB	NG	D 	Tesu
AAC	PG	L 	Ari
AAD	PG	LA	Alai
AAD	PG	L 	Amal
AAE	IT	L 	Albanian, Arbereshe
AAE	IT	LA	Arbëreshë
AAE	IT	D 	Calabrian Albanian
AAE	IT	D 	Campo Marino Albanian
AAE	IT	D 	Central Mountain Albanian
AAE	IT	D 	Sicilian Albanian
AAF	IN	L 	Aranadan
AAF	IN	LA	Eranadans
AAG	IN	LA	Ade Bhasha
AAG	IN	LA	Aray
AAG	IN	L 	Are
AAG	IN	LA	Arrey
AAG	IN	LA	Arya
AAG	IN	LA	Kalika Arya Bhasha
AAI	PG	D 	Arifama
AAI	PG	L 	Arifama-miniafia
AAI	PG	D 	Miniafia
AAI	PG	LA	Miniafia-arifama
AAK	PG	LA	Angave
AAK	PG	D 	Ankai
AAK	PG	L 	Ankave
AAK	PG	D 	Bu'u
AAK	PG	D 	Miyatnu
AAK	PG	D 	Sawuve
AAK	PG	D 	Wiyagwa
AAK	PG	D 	Wunavai
AAL	CM	L 	Afade
AAL	CM	LA	Mandage
AAL	NG	LA	Afada
AAL	NG	L 	Afade
AAL	NG	LA	Afadeh
AAL	NG	LA	Affade
AAL	NG	LA	Kotoko
AAL	NG	LA	Mogari
AAM	TZ	LA	"Dorobo"
AAM	TZ	LA	"Ndorobo"
AAM	TZ	L 	Aramanik
AAM	TZ	LA	Laramanik
AAN	BR	L 	Anambe
AAO	DZ	L 	Arabic, Algerian Saharan Spoken
AAO	DZ	LA	Saharan Arabic
AAO	DZ	LA	Tamanghasset Arabic
AAO	DZ	LA	Tamanrasset Arabic
AAO	NE	L 	Arabic, Algerian Saharan Spoken
AAP	BR	LA	Ajujure
AAP	BR	L 	Arara, Para
AAQ	US	L 	Abnaki, Eastern
AAQ	US	D 	Penobscot
AAR	IN	L 	Aariya
AAS	TZ	L 	Aasax
AAS	TZ	LA	Asá
AAS	TZ	LA	Asak
AAS	TZ	LA	Asax
AAT	GR	L 	Albanian, Arvanitika
AAT	GR	LA	Arberichte
AAT	GR	LA	Arvanitic
AAT	GR	LA	Arvanitika
AAT	GR	D 	Northwestern Arvanitika
AAT	GR	D 	South Central Arvanitika
AAT	GR	D 	Thracean Arvanitika
AAU	PG	L 	Abau
AAU	PG	LA	Green River
AAW	PG	LA	Arawe
AAW	PG	LA	Arove
AAW	PG	LA	Pililo
AAW	PG	L 	Solong
AAZ	ID	L 	Amarasi
AAZ	ID	D 	Amarasi Barat
AAZ	ID	D 	Amarasi Timur
AAZ	ID	DA	East Amarasi
AAZ	ID	LA	Timor Amarasi
AAZ	ID	DA	West Amarasi
ABA	CI	LA	Abbé
ABA	CI	LA	Abbey
ABA	CI	D 	Abbey-ve
ABA	CI	L 	Abe
ABA	CI	LA	Abi
ABA	CI	D 	Kos
ABA	CI	D 	Morie
ABA	CI	D 	Tioffo
ABB	CM	LA	Abaw
ABB	CM	L 	Abo
ABB	CM	D 	Bankon
ABB	CM	LA	Bo
ABC	PH	LA	Ambala Agta
ABC	PH	LA	Ambala Sambal
ABC	PH	L 	Ayta, Ambala
ABD	PH	LA	Agiyan
ABD	PH	L 	Agta, Camarines Norte
ABD	PH	LA	Manide
ABE	CA	LA	Abenaki
ABE	CA	LA	Abenaqui
ABE	CA	L 	Abnaki, Western
ABE	CA	LA	St. Francis
